#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;x
#;;;;;;;;;;;x
TECH_CMP_INFANTRY_6_1_NAME;Improved Assault Rifle;Fusil d’assaut II;Fucile d'assalto potenziato;Fusil de asalto mejorado;Verbessertes Sturmgewehr;Ulepszony karabin automatyczny;;Óëó÷øåííûé àâòîìàò;;;x
TECH_CMP_INFANTRY_6_2_NAME;Infantry Gun 120mm Quick-Fire;Fusil d’infanterie 120mm à obturation par la douille;Cannone da fanteria 120 mm a fuoco rapido;Cañón de infantería de 120 mm y de tiro rápido;Schnellfeuerinfanteriegeschütz 120mm;Szybkostrzelne dzia³o piechoty 120mm;;Ñêîðîñòðåëüíàÿ ïåõîòíàÿ ïóøêà 120ìì;;;x
TECH_CMP_INFANTRY_6_3_NAME;Improved Signal Interception and Jamming;Interception signal II et brouillage;Intercettazione e disturbo segnale potenziato;Captación e interferencia mejoradas de señales ;Verbessertes Signalabfangen und Stören;Ulepszone przechwytywanie i zag³uszanie ;;Óëó÷øåííûå ïåðåõâàò è ïîäàâëåíèå ñèãíàëîâ;;;x
TECH_CMP_INFANTRY_6_4_NAME;AT Recoilless Rocket Launcher;Lance-roquettes AT sans recul;Lanciarazzi AT senza rinculo;Lanzacohetes anticarro sin retroceso;Rückstoßfreier PAW-Raketenwerfer;Bezodrzutowa wyrzutnia rakiet ppanc;;Áåçîòêàòíàÿ ïðîòèâîòàíê. ðàêåòíàÿ óñòàíîâêà;;;x
TECH_CMP_INFANTRY_6_5_NAME;Integrated Combined Arms Training;Entraînement armées combinées intégré;Addestramento integrato armi combinate;Instrucción en armamento combinado integrado;Training mit integrierten kombinierten Waffengattungen;Zaplanowany trening wspólny wojsk;;Êîìïëåêñíîå îáó÷åíèå ïîäðàçäåëåíèé;;;x
TECH_APP_INFANTRY_7_NAME;Early Airborne Division;Première division aéroportée;Divisione aerotrasportata a dispiegamento rapido;División aerotransportada temprana;Frühe Fallschirmjägerdivision;Wczesna dywizja powietrznodesantowa;;Ðàííÿÿ âîçäóøíî-äåñàíòíàÿ äèâèçèÿ;;;x
TECH_APP_INFANTRY_7_DESC;;;;;;;;;;;x
TECH_CMP_INFANTRY_7_1_NAME;Basic Submachinegun;Mitraillette I;Fucile mitragliatore di base;Subfusil básico;Einfache Maschinenpistole;Podstawowy karabinek maszynowy;;Áàçîâûé ïèñòîëåò-ïóëåìåò;;;x
TECH_CMP_INFANTRY_7_2_NAME;Light Mortar 50mm;Mortier léger 50mm;Mortaio leggero da 50 mm;Mortero ligero de 50 mm;Leichter Mörser 50mm;Lekki moŸdzierz 50mm;;Ëåãêèé ìèíîìåò 50ìì;;;x
TECH_CMP_INFANTRY_7_3_NAME;Jump Boots;Bottes de parachutistes;Stivali da salto;Botas de salto;Springstiefel;Buty do skoków;;Ïðûæêîâûå áîòèíêè;;;x
TECH_CMP_INFANTRY_7_4_NAME;Airborne Six-wheeled Truck;Camion aéroporté six roues;Camion a sei ruote aerotrasportato;Camión aerotransportado de seis ruedas;Sechsrädriger Luftlandelastkraftwagen;Szeœcioko³owa ciê¿arówka powietrznodesantowa;;Äåñàíòèðóåìûé øåñòèêîëåñíûé ãðóçîâèê;;;x
TECH_CMP_INFANTRY_7_5_NAME;Airborne Transport Training;Entraînement transport aéroporté;Addestramento aerotrasporto;Instrucción en aerotransporte;Lufttransporttraining;Szkolenie transportu powietrznodesantowego;;Êóðñû âîçäóøíîé òðàíñïîðòèðîâêè;;;x
TECH_APP_INFANTRY_8_NAME;Basic Airborne Division;Division aéroportée I;Divisione aerotrasportata di base;División aerotransportada básica;Einfache Fallschirmjägerdivision;Podstawowa dywizja powietrznodesantowa;;Áàçîâàÿ âîçäóøíî-äåñàíòíàÿ äèâèçèÿ;;;x
TECH_APP_INFANTRY_8_DESC;;;;;;;;;;;x
TECH_CMP_INFANTRY_8_1_NAME;Improved Submachinegun;Mitraillette II ;Fucile mitragliatore potenziato;Subfusil mejorado;Verbesserte Maschinenpistole;Ulepszony karabinek maszynowy;;Óëó÷øåííûé ïèñòîëåò-ïóëåìåò;;;x
TECH_CMP_INFANTRY_8_2_NAME;Medium Mortar 81mm;Mortier moyen 81mm;Mortaio medio da 81 mm;Mortero medio de 81 mm;Mittlerer Mörser 81mm;Œredni moŸdzierz 81mm;;Ñðåäíèé ìèíîìåò 81ìì;;;x
TECH_CMP_INFANTRY_8_3_NAME;Basic Gliders;Planeurs I;Alianti di base;Planeadores básicos;Einfache Gleiter;Podstawowy szybowiec;;Áàçîâûå ïëàíåðû;;;x
TECH_CMP_INFANTRY_8_4_NAME;Airborne Halftrack;Semi-chenilles aéroporté;Cingolato aerotrasportato;Semioruga aerotransportada;Luftlandehalbkettenfahrzeug;Powietrznodesantowy pojazd pó³g¹sienicowy;;Äåñàíòèðóåìûé áðîíåòðàíñïîðòåð;;;x
TECH_CMP_INFANTRY_8_5_NAME;Airborne Drop Training;Entraînement parachutage aéroporté;Addestramento lancio aerotrasportato;Instrucción en lanzamiento paracaidista;Sprungtraining;Trening zrzutu spadochronowego;;Êóðñû ïðûæêîâ ñ ïàðàøþòîì;;;x
TECH_APP_INFANTRY_9_NAME;Improved Airborne Division;Division aéroportée II;Divisione aerotrasportata potenziata;División aerotransportada mejorada;Verbesserte Fallschirmjägerdivision;Ulepszona dywizja powietrznodesantowa;;Óëó÷øåííàÿ âîçäóøíî-äåñàíòíàÿ äèâèçèÿ;;;x
TECH_APP_INFANTRY_9_DESC;;;;;;;;;;;x
TECH_CMP_INFANTRY_9_1_NAME;Basic Assault Rifle;Fusil d’assaut I;Fucile d'assalto di base;Fusil de asalto básico;Einfaches Sturmgewehr;Podstawowy karabin automatyczny;;Áàçîâûé àâòîìàò;;;x
TECH_CMP_INFANTRY_9_2_NAME;Mountain Gun 75mm;Canon de montagne 75mm;Cannone da montagna da 75mm;Cañón de montaña de 75 mm;Gebirgsgeschütz 75mm;Górskie dzia³o 75mm;;Ãîðíàÿ ïóøêà 75ìì;;;x
TECH_CMP_INFANTRY_9_3_NAME;Airborne Small Unit Drop Pods;Pods parachutage petites unités aéroportées;Capsule da lancio unità aerotrasportata piccola;Cápsulas de lanzamiento de unidad aerotransportada pequeña;Abwurfbehälter für Kleinverbände;Ma³e zasobniki spadochronowe;;Ìàëîãàáàðèòíûå äåñàíòèðóåìûå êîíòåéíåðû;;;x
TECH_CMP_INFANTRY_9_4_NAME;Airborne Light Tank;Char léger aéroporté;Carro leggero aerotrasportato;Tanque ligero aerotransportado;Leichter Luftlandepanzer;Powietrznodesantowy czo³g lekki;;Äåñàíòèðóåìûé ëåãêèé òàíê;;;x
TECH_CMP_INFANTRY_9_5_NAME;Airborne Glider Training;Entraînement planeur aéroporté;Addestramento aliante aerotrasportato;Instrucción en planeadores;Training mit Luftlandegleitern;Trening szybowcowy;;Êóðñû äåñàíòèðîâàíèÿ íà ïëàíåðàõ;;;x
TECH_APP_INFANTRY_10_NAME;Advanced Airborne Division;Division aéroportée III;Divisione aerotrasportata avanzata;División aerotransportada avanzada;Fortschrittliche Fallschirmjägerdivision;Zaawansowana dywizja powietrznodesantowa;;Óñîâ. âîçäóøíî-äåñàíòíàÿ äèâèçèÿ;;;x
TECH_APP_INFANTRY_10_DESC;;;;;;;;;;;x
TECH_CMP_INFANTRY_10_1_NAME;Improved Assault Rifle;Fusil d’assaut II;Fucile d'assalto potenziato;Fusil de asalto mejorado;Verbessertes Sturmgewehr;Ulepszony karabin automatyczny;;Óëó÷øåííûé àâòîìàò;;;x
TECH_CMP_INFANTRY_10_2_NAME;Mountain Gun 105mm;Canon de montagne 105mm;Cannone da montagna da 105 mm;Cañón de montaña de 105 mm;Gebirgsgeschütz 105mm;Dzia³o górskie 105mm;;Ãîðíàÿ ïóøêà 105ìì;;;x
TECH_CMP_INFANTRY_10_3_NAME;Airborne Large Unit Drop Pods;Pods parachutage grosses unités aéroportées;Capsule da lancio unità aerotrasportata grande;Cápsulas de lanzamiento de unidad aerotransportada pequeña;Abwurfbehälter für Großverbände;Du¿e zasobniki spadochronowe;;Êðóïíîãàáàðèòíûå äåñàíòèðóåìûå êîíòåéíåðû;;;x
TECH_CMP_INFANTRY_10_4_NAME;Airborne Medium Tank;Char moyen aéroporté;Carro medio aerotrasportato;Tanque medio aerotransportado;Mittelschwerer Luftlandepanzer;Œredni czo³g powietrznodesantowy;;Äåñàíòèðóåìûé ñðåäíèé òàíê;;;x
TECH_CMP_INFANTRY_10_5_NAME;Airborne Assault Training;Entraînement assaut aéroporté;Addestramento assalto aerotrasportato;Instrucción en asalto aerotransportado;Luftlandeangriffstraining;Trening desantu z powietrza;;Êóðñû âîçäóøíî-äåñàíòíîãî øòóðìà;;;x
TECH_APP_INFANTRY_11_NAME;Early Mountain Division;Première division alpine;Divisione alpini rudimentale;División de montaña temprana;Frühe Gebirgsjägerdivision;Wczesna dywizja górska;;Ðàííÿÿ ãîðíîñòðåëêîâàÿ äèâèçèÿ;;;x
TECH_APP_INFANTRY_11_DESC;;;;;;;;;;;x
TECH_CMP_INFANTRY_11_1_NAME;Service Rifle;Fusil militaire;Fucile di servizio;Fusil de servicio;Dienstgewehr;Karabin;;Ñòàíäàðòíàÿ âèíòîâêà;;;x
TECH_CMP_INFANTRY_11_2_NAME;Great War Mountain Gun 75mm;Canon de montagne 75 mm Grande Guerre;Cannone da montagna della Grande Guerra 75 mm;Cañón de montaña de 75 mm de la Gran Guerra;Vorkriegsgebirgsgeschütz 75mm;Górskie dzia³o z I w. œw. 75mm;;Ãîðíàÿ ïóøêà Ïåðâîé Ìèðîâîé 75ìì;;;x
TECH_CMP_INFANTRY_11_3_NAME;Personal Climbing Equipment;Équipement personnel d’escalade;Equipaggiamento da scalata;Equipo individual de escalada;Persönliche Kletterausrüstung;Osobisty sprzêt do wspinaczki;;Ëè÷íîå àëüïèíèñòñêîå ñíàðÿæåíèå;;;x
TECH_CMP_INFANTRY_11_4_NAME;Trained Beasts of Burden;Bêtes de somme entraînées;Bestie da soma addestrate;Bestias de carga entrenadas;Geübte Lasttiere;Szkolone zwierzêta poci¹gowe;;Âüþ÷íûå æèâîòíûå;;;x
TECH_CMP_INFANTRY_11_5_NAME;Basic Climber Training;Entraînement grimpeur I;Addestramento da scalata di base;Instrucción básica de escalador;Einfaches Klettertraining;Szkolenie z podstaw wspinaczki;;Êóðñû àëüïèíèçìà;;;x
TECH_APP_INFANTRY_12_NAME;Basic Mountain Division;Division alpine I;Divisione alpini di base;División de montaña básica;Einfache Gebirgsjägerdivision;Podstawowa dywizja górska;;Áàçîâàÿ ãîðíîñòðåëêîâàÿ äèâèçèÿ;;;x
TECH_APP_INFANTRY_12_DESC;;;;;;;;;;;x
TECH_CMP_INFANTRY_12_1_NAME;Basic Submachinegun;Mitraillette I;Fucile mitragliatore di base;Subfusil básico;Einfache Maschinenpistole;Podstawowy karabinek maszynowy;;Áàçîâûé ïèñòîëåò-ïóëåìåò;;;x
TECH_CMP_INFANTRY_12_2_NAME;Medium Mortar 81mm;Mortier moyen 81mm;Mortaio medio da 81 mm;Mortero medio de 81 mm;Mittlerer Mörser 81mm;Œredni moŸdzierz 81mm;;Ñðåäíèé ìèíîìåò 81ìì;;;x
TECH_CMP_INFANTRY_12_3_NAME;Arctic Climate Clothing;Vêtements climat arctique;Divisa per clima artico;Vestimenta para clima ártico;Kleidung für arktisches Klima;Ubrania do klimatu arktycznego;;Àðêòè÷åñêîå îáìóíäèðîâàíèå;;;x
TECH_CMP_INFANTRY_12_4_NAME;Tractors;Tracteurs;Trattori;Tractores;Traktoren;Ci¹gniki;;Òðàêòîðû;;;x
TECH_CMP_INFANTRY_12_5_NAME;High Altitude Training;Entraînement haute altitude;Addestramento in alta quota;Instrucción en grandes altitudes;Training im Hochgebirge;Trening wysokogórski;;Âûñîêîãîðíûå êóðñû;;;x
TECH_APP_INFANTRY_13_NAME;Improved Mountain Division;Division alpine II;Divisione alpini potenziata;División de montaña mejorada;Verbesserte Gebirgsjägerdivision;Ulepszona dywizja górska;;Óëó÷øåííàÿ ãîðíîñòðåëêîâàÿ äèâèçèÿ;;;x
TECH_APP_INFANTRY_13_DESC;;;;;;;;;;;x
TECH_CMP_INFANTRY_13_1_NAME;Improved Submachinegun;Mitraillette II ;Fucile mitragliatore potenziato;Subfusil mejorado;Verbesserte Maschinenpistole;Ulepszony karabinek maszynowy;;Óëó÷øåííûé ïèñòîëåò-ïóëåìåò;;;x
TECH_CMP_INFANTRY_13_2_NAME;Mountain Gun 75mm;Canon de montagne 75mm;Cannone da montagna da 75mm;Cañón de montaña de 75 mm;Gebirgsgeschütz 75mm;Górskie dzia³o 75mm;;Ãîðíàÿ ïóøêà 75ìì;;;x
TECH_CMP_INFANTRY_13_3_NAME;Wilderness Survival Kite;Kit de survie pleine nature;Kit di sopravvivenza;Equipo de supervivencia en la naturaleza;Wildnisüberlebenspaket;Zestaw do prze¿ycia na pustkowiu;;Ýêñòðåìàëüíîå ñíàðÿæåíèå;;;x
TECH_CMP_INFANTRY_13_4_NAME;Six-wheeled Truck;Camion six roues;Camion a sei ruote;Camión de seis ruedas;Sechrädrige Lastkraftwagen;Ciê¿arówka szeœcioko³owa;;Øåñòèêîëåñíûé ãðóçîâèê;;;x
TECH_CMP_INFANTRY_13_5_NAME;Alpine Survival Training;Instructions de survie alpine;Addestramento alla sopravvivenza in alta quota;Instrucción en supervivencia alpina;Überlebenstraining im Gebirge;Alpejski trening prze¿ycia;;Êóðñû âûæèâàíèÿ â ãîðàõ;;;x
TECH_APP_INFANTRY_14_NAME;Advanced Mountain Division;Division alpine III;Divisione alpini avanzata;División de montaña avanzada;Fortschrittliche Gebirgsjägerdivision;Zaawansowana dywizja górska;;Óñîâ. ãîðíîñòðåëêîâàÿ äèâèçèÿ;;;x
TECH_APP_INFANTRY_14_DESC;;;;;;;;;;;x
TECH_CMP_INFANTRY_14_1_NAME;Basic Assault Rifle;Fusil d’assaut I;Fucile d'assalto di base;Fusil de asalto básico;Einfaches Sturmgewehr;Podstawowy karabin automatyczny;;Áàçîâûé àâòîìàò;;;x
TECH_CMP_INFANTRY_14_2_NAME;Mountain Gun 105mm;Canon de montagne 105mm;Cannone da montagna da 105 mm;Cañón de montaña de 105 mm;Gebirgsgeschütz 105mm;Górskie dzia³o 105mm;;Ãîðíàÿ ïóøêà 105ìì;;;x
TECH_CMP_INFANTRY_14_3_NAME;Alpine Combat Equipement;Équipement de combat alpin;Equipaggiamento da guerra alpina;Equipo de combate alpino;Hochgebirgskampfausrüstung;Alpejski sprzêt bojowy;;Âûñîêîãîðíîå âîîðóæåíèå;;;x
TECH_CMP_INFANTRY_14_4_NAME;Hi-Power Halftrack;Semi-chenilles ultrapuissantes;Cingolato a potenza elevata;Semioruga de gran potencia;Hochleistungshalbkettenfahrzeug;Pojazd pó³g¹sienicowy du¿ej mocy;;Áðîíåòðàíñïîðòåð ïîâûøåííîé ìîùíîñòè;;;x
TECH_CMP_INFANTRY_14_5_NAME;Mountain Tactical Training;Entraînement tactique en montagne;Addestramento tattico da montagna;Instrucción táctica en montaña;Taktisches Gebirgstraining;Trening taktyki górskiej;;Êóðñû ãîðíîñòðåëêîâîé òàêòèêè;;;x
TECH_APP_INFANTRY_15_NAME;Early Marine Division;Première division d’infanterie de marine ;Divisione Marine rudimentale;División de inf. de marina temprana;Frühe Marineinfanteriedivision;Wczesna dywizja piechoty morskiej;;Ðàííÿÿ äèâèçèÿ ìîðñêîé ïåõîòû;;;x
TECH_APP_INFANTRY_15_DESC;;;;;;;;;;;x
TECH_CMP_INFANTRY_15_1_NAME;Service Rifle;Fusil militaire;Fucile di servizio;Fusil de servicio;Dienstgewehr;Karabin;;Ñòàíäàðòíàÿ âèíòîâêà;;;x
TECH_CMP_INFANTRY_15_2_NAME;Naval Gunfire;Zone de tir d’artillerie navale;Cannoneggiamento navale;Fuego naval;Schiffsgeschützfeuer;Ostrza³ okrêtowy;;Êîðàáåëüíàÿ àðòïîääåðæêà;;;x
TECH_CMP_INFANTRY_15_3_NAME;Early Amphibious Assault Vehicle;Premier véhicule d’assaut amphibie;Veicolo d'assalto anfibio rudimentale;Vehículo temprano de asalto anfibio;Frühes amphibisches Sturmfahrzeug;Wczesny bojowy pojazd desantowy;;Ðàííèé ïëàâàþùèé áðîíåòðàíñïîðòåð;;;x
TECH_CMP_INFANTRY_15_4_NAME;Early Amphibious Tank;Premier char amphibie;Carro anfibio rudimentale;Tanque anfibio temprano;Früher Amphibienpanzer;Wczesny czo³g p³ywaj¹cy;;Ðàííèé ïëàâàþùèé òàíê;;;x
TECH_CMP_INFANTRY_15_5_NAME;Naval Infantry Training;Entraînement fusiliers marins;Addestramento fanteria di marina;Instrucción en infantería de marina;Marineinfanterietraining;Morski trening piechoty;;Ïîäãîòîâêà ìîðñêîé ïåõîòû;;;x
TECH_APP_INFANTRY_16_NAME;Basic Marine Division;Infanterie de marine I;Divisione Marine di base;División de inf. de marina básica;Einfache Marineinfanteriedivision;Podstawowa dywizja piechoty morskiej;;Áàçîâàÿ äèâèçèÿ ìîðñêîé ïåõîòû;;;x
TECH_APP_INFANTRY_16_DESC;;;;;;;;;;;x
TECH_CMP_INFANTRY_16_1_NAME;Forward Observers;Observateurs avancés;Esploratori;Observadores de vanguardia;Vorgeschobene Beobachter;Obserwatorzy naprowadzaj¹cy;;Ïåðåäîâûå íàáëþäàòåëè;;;x
TECH_CMP_INFANTRY_16_2_NAME;Basic Wading Equipment;Équipement traversée à gué I;Equipaggiamento da marcia di base;Equipo de esguazo básico;Einfache Watausrüstung;Podstawowy sprzêt do brodzenia;;Áàçîâîå îáîðóäîâàíèå äëÿ ïåðåïðàâ;;;x
TECH_CMP_INFANTRY_16_3_NAME;Basic Amphibious Assault Vehicle;Véhicule d’assaut amphibie I;Veicolo d'assalto anfibio di base;Vehículo asalto anfibio básico;Einfaches amphibisches Sturmfahrzeug;Podstawowy bojowy pojazd desantowy;;Áàçîâûé ïëàâàþùèé áðîíåòðàíñïîðòåð;;;x
TECH_CMP_INFANTRY_16_4_NAME;Basic Amphibious Tank;Char amphibie I;Carro anfibio di base;Tanque anfibio básico;Einfacher Amphibienpanzer;Podstawowy czo³g p³ywaj¹cy;;Áàçîâûé ïëàâàþùèé òàíê;;;x
TECH_CMP_INFANTRY_16_5_NAME;Marine Tactical Training;Entraînement tactique infanterie de marine;Addestramento tattico Marine;Instrucción en tácticas de inf. de marina;Taktisches Marineinfanterietraining;Trening taktyki piechoty morskiej;;Êóðñû òàêòèêè ìîðñêîé ïåõîòû;;;x
TECH_APP_INFANTRY_17_NAME;Improved Marine Division;Infanterie de marine II;Divisione Marine potenziata;División de inf. de marina mejorada;Verbesserte Marineinfanteriedivision;Ulepszona dywizja piechoty morskiej;;Óëó÷øåííàÿ äèâèçèÿ ìîðñêîé ïåõîòû;;;x
TECH_APP_INFANTRY_17_DESC;;;;;;;;;;;x
TECH_CMP_INFANTRY_17_1_NAME;Air-Naval Gunfire Liasion Teams;Équipes de liaison zone de tir d’artillerie navale / aérienne;Squadre di puntamento per fuoco aereo/navale;Equipos de enlace de fuego aeronaval;Verbindungstrupp zur Artilleriebeschusskoordinierung;Dru¿yny ³¹cznikowe ataku z wody i powietrza;;Âîçäóøíûå êîððåêòèðîâùèêè àðòïîääåðæêè;;;x
TECH_CMP_INFANTRY_17_2_NAME;Improved Wading Equipment;Équipement traversée à gué II;Equipaggiamento da marcia potenziato;Equipo de esguazo mejorado;Verbesserte Watausrüstung;Ulepszony sprzêt do brodzenia;;Óëó÷øåííîå îáîðóäîâàíèå äëÿ ïåðåïðàâ;;;x
TECH_CMP_INFANTRY_17_3_NAME;Improved Amphibious Assault Vehicle;Véhicule d’assaut amphibie II;Veicolo d'assalto anfibio potenziato;Vehículo mejorado de asalto anfibio;Verbessertes amphibisches Sturmfahrzeug;Ulepszony bojowy pojazd desantowy;;Óëó÷øåííûé ïëàâàþùèé áðîíåòðàíñïîðòåð;;;x
TECH_CMP_INFANTRY_17_4_NAME;Improved Amphibious Tank;Char amphibie II;Carro anfibio potenziato;Tanque anfibio mejorado;Verbesserter Amphibienpanzer;Ulepszony czo³g p³ywaj¹cy;;Óëó÷øåííûé ïëàâàþùèé òàíê;;;x
TECH_CMP_INFANTRY_17_5_NAME;Amphibious Assault Training;Entraînement assaut amphibie;Addestramento assalto anfibio;Instrucción en asalto anfibio;Training für amphibischen Sturmangriff;Trening desantu z morza;;Êóðñû ìîðñêîãî äåñàíòà;;;x
TECH_APP_INFANTRY_18_NAME;Advanced Marine Division;Infanterie de marine III;Divisione Marine avanzata;División de inf. de marina avanzada;Fortschrittliche Marineinfanteriedivision;Zaawansowana dywizja piechoty morskiej;;Óñîâåðøåíñòâîâàííàÿ äèâèçèÿ ìîðñêîé ïåõîòû;;;x
TECH_APP_INFANTRY_18_DESC;;;;;;;;;;;x
TECH_CMP_INFANTRY_18_1_NAME;Basic Assault Rifle;Fusil d’assaut I;Fucile d'assalto di base;Fusil de asalto básico;Einfaches Sturmgewehr;Podstawowy karabin automatyczny;;Áàçîâûé àâòîìàò;;;x
TECH_CMP_INFANTRY_18_2_NAME;Advanced Wading Equipment;Équipement traversée à gué III;Equipaggiamento da marcia avanzato;Equipo esguazo avanzado;Fortschrittliche Watausrüstung;Zaawansowany sprzêt do brodzenia;;Óñîâåðøåíñòâîâàííîå îáîðóäîâàíèå äëÿ ïåðåïðàâ;;;x
TECH_CMP_INFANTRY_18_3_NAME;Advanced Amphibious Assault Vehicle;Véhicule d’assaut amphibie III;Veicolo d'assalto anfibio potenziato;Vehículo asalto anfibio avanzado;Fortschrittliches amphibisches Sturmfahrzeug;Zaawansowany bojowy pojazd desantowy;;Óñîâåðø. ïëàâàþùèé áðîíåòðàíñïîðòåð;;;x
TECH_CMP_INFANTRY_18_4_NAME;Advanced Amphibious Tank;Char amphibie III;Carro anfibio avanzato;Tanque anfibio avanzado;Fortschrittlicher Amphibienpanzer;Zaawansowany czo³g p³ywaj¹cy;;Óñîâåðøåíñòâîâàííûé ïëàâàþùèé òàíê;;;x
TECH_CMP_INFANTRY_18_5_NAME;Beachhead Expansion Training;Entraînement expansion tête de plage;Addestramento consolidamento testa di ponte;Instrucción en expansión de cabeza de playa;Brückenkopferweiterungstraining;Trening zdobywania przyczó³ków;;Êóðñû çàõâàòà áåðåãîâîãî ïëàöäàðìà;;;x
